ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33
194,187,292,79,137,66,79,59,79,79,95,97,97,421,421,333,425,59,170,174,32,174,174,174,174,174,349,174,156,174,174,333,190,174,174
195,59,367,319,36,361,280,83,83,35,35,190,35,35,35,35,35,35,35,35,35,35,35,127,35,35,35,35,35,35,35,35,35,35,35
196,59,234,130,640,361,361,35,287,35,257,35,77,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
197,99,165,442,421,287,287,287,83,35,425,34,35,425,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
198,258,673,67,258,231,258,275,135,258,258,258,258,42,258,154,154,154,154,286,42,282,258,7,7,154,146,42,258,71,258,258,71,282,258
199,92,79,231,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258
200,593,87,278,125,326,302,210,210,377,273,308,302,377,406,377,856,282,377,308,804,856,377,856,377,856,377,377,856,377,377,377,26,377,377
201,59,268,681,300,61,61,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
202,59,609,119,804,268,411,268,227,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
203,59,268,166,112,411,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
204,59,124,197,293,411,317,411,317,317,317,317,317,317,317,317,317,317,76,317,317,317,317,76,317,317,76,317,317,317,317,317,317,317,317
205,59,51,570,317,1,76,76,317,76,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
206,59,43,88,259,259,259,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
207,59,95,51,178,279,204,378,92,378,378,92,62,378,92,92,378,92,378,92,92,378,92,92,92,92,92,92,385,92,92,92,92,92,92
208,59,21,404,664,609,249,249,267,249,664,249,628,249,249,402,257,26,664,249,249,249,282,26,350,26,26,251,101,350,403,214,251,249,234
209,59,521,32,369,70,92,92,238,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
210,59,63,486,505,159,371,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
211,59,643,172,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
212,59,202,302,341,26,159,159,159,159,159,159,369,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
213,59,8,190,175,107,222,7,427,7,7,7,7,7,294,64,260,260,260,260,260,260,260,260,260,260,260,286,260,260,260,260,260,260,260
214,59,601,131,223,2,394,202,260,198,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
215,59,49,369,290,222,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
216,173,297,76,128,92,354,42,181,181,42,130,165,165,165,240,221,188,188,221,221,221,188,221,188,188,188,188,199,130,221,188,188,163,271
217,59,660,482,306,102,42,129,282,7,358,358,283,283,70,251,251,188,435,130,188,202,283,188,188,188,251,188,188,188,273,188,188,251,188
218,59,370,318,221,177,202,202,165,156,406,130,188,188,188,188,188,188,188,188,188,188,188,188,188,188,503,188,188,188,188,188,188,188,188
219,532,840,390,867,867,428,71,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
220,483,194,17,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
221,99,553,232,174,434,198,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
222,777,407,748,151,295,295,137,137,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
223,59,351,326,323,426,137,258,59,87,87,50,50,103,384,50,103,384,467,87,67,467,384,67,67,87,67,125,67,67,67,87,87,87,87
224,506,16,258,498,137,136,60,137,136,586,60,127,777,60,127,127,777,586,777,586,586,849,586,849,798,798,584,67,777,581,650,581,584,777
225,59,735,174,334,814,108,334,334,334,334,334,334,334,334,334,108,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
226,59,334,12,404,42,244,102,326,1,334,318,334,326,334,318,318,318,318,334,417,318,326,267,318,326,417,1,334,404,330,417,334,298,318
227,374,99,214,288,94,644,681,401,108,298,164,644,298,755,644,318,244,244,75,244,75,75,75,75,75,75,334,75,75,244,334,75,75,75
228,611,59,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
229,59,212,247,390,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
230,99,514,363,869,220,220,220,220,216,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
231,59,260,393,319,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
232,59,99,760,130,346,216,368,418,368,368,368,368,368,368,368,216,368,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,368,216
233,41,706,226,408,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,191,216,216,216,216,216,216,216,216,216,216,216,216
234,59,345,693,475,195,195,195,195,195,195,345,195,195,415,345,345,345,345,345,345,345,345,345,345,345,345,259,259,259,345,345,345,118,259
235,162,274,196,577,221,345,345,310,345,345,205,429,345,345,345,262,262,262,345,345,197,262,345,262,345,345,262,262,345,262,577,345,345,345
236,303,436,178,372,120,44,345,76,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
237,59,351,218,176,266,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
238,59,176,212,76,178,176,176,246,176,310,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
239,59,83,468,282,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
240,59,679,65,98,360,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
241,59,316,138,200,332,430,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
242,300,98,250,418,197,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
243,59,526,153,839,340,283,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
244,59,338,321,113,113,113,271,113,113,113,75,113,113,113,113,113,113,113,113,48,113,113,113,113,113,48,113,75,75,113,113,48,75,113
245,59,80,25,25,347,252,274,274,48,323,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
246,59,368,363,874,733,387,672,387,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
247,99,344,211,165,305,32,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
248,59,232,70,355,27,27,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
249,59,518,178,397,413,210,210,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,256,302,302
250,67,48,578,10,256,258,210,273,273,273,273,258,273,308,273,377,308,308,856,746,302,302,302,302,302,74,302,328,302,302,328,302,302,302
251,59,360,316,314,40,314,40,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,217,302,302
252,59,368,17,769,347,25,228,374,228,377,374,374,377,374,235,156,374,235,156,235,406,235,235,306,235,34,374,351,275,211,235,356,148,300
253,59,114,780,677,45,206,84,300,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
254,59,238,344,565,784,127,812,114,314,383,314,114,261,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
255,151,408,67,292,67,91,295,424,295,424,295,295,374,295,295,295,295,379,336,354,336,252,379,271,165,165,165,165,165,165,165,67,165,165
256,59,306,548,259,4,199,199,181,181,155,155,155,155,155,155,155,155,155,428,428,199,390,155,155,130,199,428,155,428,428,4,90,358,428
257,59,594,587,608,754,536,505,135,175,210,720,720,294,720,720,720,752,132,35,668,729,8,361,294,361,77,720,156,564,174,720,361,361,256
258,59,332,116,585,6,400,437,437,47,47,437,437,437,413,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
259,59,154,376,205,391,220,74,644,404,681,75,370,437,370,437,370,437,370,414,370,88,15,437,437,437,531,88,42,437,175,42,42,42,238
260,59,627,621,373,437,43,43,43,43,290,203,55,55,55,43,437,55,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
261,59,3,190,222,243,70,204,37,110,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
262,59,865,210,24,92,70,221,70,70,6,6,6,70,394,381,394,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
263,85,37,234,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
264,59,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
265,59,553,739,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
266,59,451,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
267,598,598,350,331,43,179,179,179,198,394,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
268,59,872,357,260,231,231,231,198,231,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
269,59,272,535,136,867,198,71,382,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,338,198
270,162,246,187,187,138,399,399,399,399,38,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399
271,144,99,233,6,290,414,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399
272,59,416,47,249,412,628,628,396,396,437,238,238,62,437,399,394,62,110,399,238,62,399,110,399,437,399,437,399,399,221,399,437,399,256
273,59,92,221,162,369,36,436,155,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
274,59,779,251,36,45,36,200,45,181,372,181,372,372,372,42,42,181,181,323,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
275,59,64,186,90,234,234,234,234,62,62,392,392,392,392,392,397,397,353,353,397,397,397,397,65,250,181,353,250,181,181,250,181,353,418
276,59,98,519,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
277,59,723,805,320,309,58,174,361,357,174,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,252,131,131,131,131,131,131
278,59,600,824,27,165,358,358,309,309,309,309,309,309,309,309,309,309,361,273,198,337,337,337,337,337,198,190,337,337,303,190,190,190,431
279,59,96,478,101,96,469,407,21,21,140,51,302,312,429,250,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,385,96
280,59,96,854,310,88,681,47,584,42,111,47,233,329,329,433,370,88,88,88,184,96,184,184,96,96,96,184,96,96,47,96,96,96,329
281,59,166,197,331,396,61,575,362,312,88,51,205,76,76,381,381,254,96,96,96,96,96,96,96,96,96,96,92,92,96,96,96,96,114
282,59,466,567,233,448,233,314,362,339,339,246,246,246,339,362,339,362,362,579,291,531,531,238,531,291,20,531,576,576,321,218,238,246,294
283,59,750,303,244,354,286,437,214,406,416,416,628,286,214,365,39,39,39,39,39,39,39,39,39,222,39,222,39,39,39,222,39,39,39
284,59,673,266,105,338,158,166,39,39,39,214,39,39,369,39,369,39,39,214,214,39,42,39,42,39,39,42,39,39,369,39,214,39,39
285,59,273,387,280,280,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
286,59,669,269,72,288,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
287,351,324,583,505,524,690,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
288,59,54,105,326,82,74,105,80,82,82,82,82,82,80,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
289,59,197,781,469,214,231,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
290,59,71,860,282,350,282,135,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
291,95,34,382,253,136,95,180,95,95,3,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
292,95,781,690,673,97,68,527,857,751,856,791,280,95,95,95,95,690,95,95,280,101,463,804,488,95,95,265,95,95,95,95,95,95,95
293,59,424,814,97,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
294,59,5,120,399,15,437,249,209,437,499,209,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
295,99,53,332,44,209,249,249,499,249,678,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
296,59,292,41,405,437,249,249,499,499,227,585,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
297,59,242,37,253,288,104,19,43,229,43,43,43,43,385,43,43,43,43,43,43,43,261,43,290,261,261,43,43,261,261,243,243,243,261
298,59,695,354,519,380,337,85,85,55,243,85,193,422,95,55,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,422,243
299,59,194,21,256,463,175,672,754,380,210,210,243,531,210,531,531,523,414,55,243,243,243,243,243,243,243,635,294,243,243,243,243,210,243
300,59,838,806,392,7,31,31,422,358,264,31,7,24,55,24,24,86,86,24,24,24,24,86,24,24,24,24,24,86,86,24,24,86,86
301,59,380,709,190,253,423,7,303,24,275,24,231,231,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
302,59,351,343,32,422,290,343,7,231,231,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
303,59,260,208,390,41,421,187,187,187,126,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187
304,59,322,402,373,124,373,373,373,373,373,194,271,271,194,398,398,398,398,398,223,365,398,223,253,187,306,398,306,335,398,187,187,223,187
305,59,187,598,211,202,299,299,423,337,187,264,78,351,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187
306,59,452,727,634,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
307,59,639,286,344,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
308,59,317,42,262,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
309,620,488,297,297,351,264,25,264,264,382,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,43,264
310,716,214,423,152,79,95,264,264,264,351,264,264,264,264,264,264,351,264,351,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
311,59,679,143,333,422,422,422,31,422,422,422,264,422,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
312,59,308,872,246,246,166,114,182,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
313,59,313,694,376,140,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
314,59,72,184,385,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
315,727,338,430,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338
316,59,139,362,408,386,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338
317,59,510,843,5,79,337,338,309,338,264,338,338,338,337,258,338,338,338,338,338,275,338,338,338,338,338,338,338,338,338,338,338,338,338
318,59,139,139,214,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
319,59,325,607,197,325,325,325,316,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
320,392,257,828,48,267,73,57,57,57,57,57,75,75,75,57,73,75,75,75,75,73,75,75,75,325,325,75,75,75,325,325,75,325,75
321,59,230,554,752,748,119,142,228,228,228,228,228,228,228,228,228,228,228,228,306,228,228,228,228,228,228,306,306,467,228,306,228,306,294
322,59,827,324,293,406,87,142,228,228,228,228,210,228,228,228,228,228,426,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
323,228,699,724,10,10,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
324,162,44,1,249,1,497,497,497,469,47,469,47,497,497,276,469,276,497,276,47,88,497,276,497,497,497,497,88,497,88,497,497,44,276
325,59,497,221,412,133,268,133,133,133,76,293,293,293,277,293,293,186,293,277,9,44,533,44,44,293,293,9,118,293,746,533,415,533,118
326,59,745,396,206,206,345,345,418,47,345,47,47,345,47,47,433,44,496,533,496,44,496,496,44,469,44,353,478,469,195,44,44,44,195
327,59,22,405,111,279,204,204,251,204,39,101,146,101,219,101,219,146,219,219,219,219,219,219,219,219,219,219,219,219,219,219,248,219,219
328,297,798,134,230,125,73,410,377,297,230,230,230,297,230,230,377,230,297,297,113,519,230,230,230,55,755,55,55,55,73,55,55,55,55
329,125,57,684,221,43,290,43,43,43,229,43,43,43,344,437,628,113,344,290,113,796,113,113,822,113,113,113,134,113,647,113,349,349,113
330,430,161,661,381,321,209,254,9,293,9,9,112,293,112,9,9,293,112,112,112,112,9,112,112,112,112,362,112,321,362,99,362,195,209
331,59,672,204,370,393,418,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
332,59,165,347,585,418,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
333,260,17,49,523,127,401,283,74,128,74,128,401,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,73,74,74
334,59,654,99,196,74,74,128,128,128,74,128,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
335,59,536,207,296,377,377,377,377,377,377,73,326,377,352,74,25,94,74,94,74,117,117,117,117,74,117,273,117,74,74,74,74,128,74
336,59,83,94,401,74,401,199,74,74,401,401,401,401,59,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
337,401,586,394,401,168,168,168,168,318,352,149,352,74,315,74,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,74
338,31,323,119,128,186,318,298,296,401,244,244,401,82,401,244,401,244,244,244,244,74,42,377,74,74,74,94,74,74,74,74,644,74,414
339,59,243,233,405,99,144,144,144,144,279,437,110,279,279,422,88,422,243,261,380,172,422,339,161,85,261,242,677,288,210,85,677,85,261
340,59,242,205,4,20,290,215,40,367,367,367,110,251,243,156,248,331,242,242,242,242,331,242,430,242,242,242,242,242,242,431,55,242,242
341,59,255,332,370,370,296,251,251,251,251,286,251,160,430,430,242,331,430,242,242,242,290,331,290,242,242,242,242,242,242,211,242,242,242
342,87,83,587,555,261,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
343,59,603,763,398,232,337,359,38,359,422,43,43,187,422,43,38,43,43,150,43,422,422,43,43,43,43,422,43,43,43,43,43,43,43
344,59,615,163,260,269,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
