ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31
152,7031,6429,2120,1473,2307,2307,249,1421,249,1421,2437,1860,271,1421,1595,1595,1421,1599,1506,510,510,522,510,510,510,510,1421,510,510,510,568,510
153,3472,6246,967,648,2511,1575,2443,2696,930,429,1681,1681,743,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
154,3472,2018,2581,648,3145,1681,2443,2474,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
155,3472,487,2372,1395,3145,2511,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
156,173,1466,603,1639,2715,938,938,938,1347,287,1134,698,698,939,300,300,2107,300,1134,3104,1134,3507,2188,826,300,826,3104,377,939,3104,1224,939
157,3472,6246,967,2037,1953,253,2746,253,239,637,305,2685,2600,2600,239,2600,1059,2316,2600,2977,1357,2600,2977,2600,828,2977,2977,850,1365,2755,6750,6750
158,4424,472,967,2037,1669,253,891,253,1192,891,1874,891,891,891,2957,1192,1349,2539,3463,3463,1874,1874,1613,2539,2957,1613,1874,239,2290,1059,1743,1874
159,3472,487,4173,3299,3036,975,3381,3381,5732,5732,858,3381,858,5732,5732,5732,2121,2121,2242,2242,3036,239,2583,2583,5640,239,239,239,858,2583,2583,881
160,173,2125,603,642,937,3374,3456,2242,2242,2242,961,51,961,961,961,961,961,961,961,961,961,961,961,2755,961,961,82,961,961,961,3458,609
161,173,1962,455,1428,1148,1148,2462,239,239,3458,239,239,239,239,239,74,74,3458,3098,74,74,239,3098,3458,5640,239,3458,3458,2583,2583,2583,881
162,3472,2018,2310,2037,1405,1309,1725,1309,3464,3464,3464,3464,3464,4872,2328,3464,1918,3464,3464,3464,3464,380,3464,3464,3464,4872,3464,3464,1207,2587,1918,1918
163,3472,1788,2525,3291,1432,2406,1531,557,557,557,2952,13,13,579,557,3436,2952,1725,3078,13,2557,1725,1725,1725,1725,3289,2728,1357,2728,764,3289,1725
164,7031,6429,798,229,2685,2429,2721,609,2201,305,305,305,305,305,1208,305,380,305,380,305,305,380,380,2600,2600,380,2600,1208,3085,2600,3311,2863
165,173,472,161,642,1795,2665,660,2996,660,2996,660,1350,2996,2086,660,660,1084,1242,660,2236,1084,480,1590,5759,2996,5133,2996,2996,2547,1084,44,2996
166,173,4896,967,967,6126,5003,3724,5128,1224,4813,4813,6486,4301,7053,5978,3804,1650,4301,1650,7053,4301,7053,3497,1650,6041,2524,3497,0,3497,1798,1185,1650
167,173,4896,3903,967,6126,5003,2224,5128,232,596,3221,6184,5003,5003,3075,596,3619,926,1650,2774,4975,884,3221,596,596,596,596,7053,2547,6068,3221,596
168,173,770,161,2154,690,3137,3137,3137,3137,2652,2652,281,153,3255,2652,2652,2652,3368,76,2214,2214,1540,2214,2214,2214,1540,2655,1540,1540,1540,2214,1540
169,173,1962,554,2025,1554,2692,2214,1540,2214,2163,2214,2655,2815,1540,1540,1540,2214,89,2214,89,2214,2214,3247,89,557,89,89,89,89,2214,89,2319
170,173,1628,79,1975,257,1528,293,1787,1055,1901,2917,1769,19,2786,1901,1575,19,19,293,120,293,293,120,293,2204,4718,518,2041,2618,3455,2204,1605
171,4424,6610,338,1346,338,338,338,338,1277,1277,1107,338,1107,1107,1107,1107,1107,1107,1107,1107,1107,1277,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
172,5709,1996,1234,2801,2704,643,1107,1624,1624,654,1624,1107,827,1107,1107,715,1107,1107,1107,1107,643,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,643
173,7031,3408,1368,438,653,2143,2143,2143,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,2557,1107,1107,1107,1107
174,7031,3473,4293,1174,1174,2929,476,2929,798,2929,798,2481,2481,3408,2481,2481,3408,798,3408,3408,5660,3408,2348,3408,1017,2481,3078,572,686,3408,3408,1017
175,703,1820,1182,2259,2018,234,476,2009,2929,476,798,95,2929,2929,2929,2929,2929,2929,2802,2929,2929,3408,2929,2802,2929,2929,2802,2802,2802,2983,2929,1378
176,7031,784,1368,684,1948,142,2829,331,3,1665,2829,2829,1510,2829,2829,2829,260,2829,2829,6652,790,1230,1230,1230,5400,2371,1230,790,790,790,1192,790
177,173,3839,160,1931,4795,2299,2299,2299,601,3373,5480,78,2914,2375,4892,5480,528,2428,4624,1730,2375,528,78,78,1129,528,2044,528,528,528,528,5861
178,173,133,3354,52,583,3152,350,3456,422,307,77,1974,1930,2562,1930,1930,1129,2388,1930,1930,1566,3379,307,3184,3184,3184,3184,3184,3184,780,3184,1649
179,173,1962,1744,4408,1923,2825,271,2758,2946,2946,2758,2946,1930,205,1930,1930,205,205,205,2111,205,205,2111,205,3050,3050,350,2378,3050,2111,3050,3050
180,4424,2812,967,3070,2730,1472,550,2730,1578,3468,1578,2146,2146,3363,2730,1024,2730,2730,2146,3075,1024,1578,1024,1024,1024,1578,1578,1024,3075,2624,3477,1364
181,173,2125,3456,1460,2588,1841,3102,1149,1651,1617,147,2186,2717,870,2186,147,1878,2186,2388,2186,1651,1693,2519,2172,2172,1651,2186,2172,2172,1239,2519,2172
182,3472,1962,1642,2142,1004,2224,2224,2635,2226,3252,3252,3252,3252,1153,3252,2635,3089,3252,2730,2730,2730,2730,3089,2730,1024,310,310,310,3089,3075,310,310
183,173,3848,4353,2141,1792,968,1792,7019,1195,7019,1792,2751,968,1792,1250,1838,1792,1792,1792,2661,1792,1792,70,2083,696,696,318,2661,2661,968,4353,1583
184,173,1242,1242,642,1792,574,2970,3339,2900,185,619,1792,1792,1797,185,619,1792,965,1792,1792,1792,1792,1792,2480,1792,2480,1792,3093,480,1792,3093,3093
185,173,1242,79,642,2480,848,1153,905,2970,1792,2970,2970,1792,1792,1792,1792,3093,3093,1792,1792,870,1792,1792,1792,2397,303,2824,265,1792,1792,4264,265
186,3472,1962,4862,3369,3089,1472,2359,2359,3369,1472,2568,143,3369,1383,3369,3369,3369,3369,3369,3369,2905,1383,450,450,3369,450,861,832,1047,861,450,450
187,3472,487,2346,2366,473,2280,2280,2280,2280,589,131,502,2280,2280,912,2359,2280,2280,3231,2280,2280,813,2359,2280,3231,2280,2280,1254,2280,1004,2359,2280
188,173,1962,2525,2666,131,3300,2568,3300,2568,2185,2568,2185,2185,2568,2568,1445,2185,2568,2185,2568,2568,2568,2568,2568,3093,3093,3102,2568,2568,2568,3093,2568
189,4424,1951,2346,694,926,2035,3467,1442,336,3467,2202,3467,3326,2202,1694,2106,3467,2202,2574,1099,3465,2782,2403,2403,1079,1079,1156,1079,1099,2839,2782,1079
190,7031,472,603,1888,202,3309,2275,1072,2275,1035,2546,2546,2546,978,2546,978,978,978,1100,1100,978,978,1100,978,978,978,1100,1100,1100,978,1104,3199
191,3472,487,2657,1100,2523,2162,3516,2275,907,1100,1230,1966,1966,1966,1126,384,384,921,1387,2740,1387,238,384,1387,3072,384,384,921,384,1241,1387,1387
192,173,4150,528,6332,6332,4125,2806,4350,1198,1225,522,5819,3509,1955,696,2694,1955,415,415,1351,1351,587,120,5556,76,5556,5940,2141,171,171,5819,2702
193,3472,487,4862,2037,2148,2148,649,1953,1192,1059,1361,1953,1224,1361,1361,1361,1059,1224,1224,1361,1361,1059,1059,1059,76,1361,1224,1059,2685,1059,1224,1059
194,173,1962,1584,2037,1224,1557,1059,1059,76,76,1059,1258,1192,1059,1258,76,1059,76,76,76,767,1059,76,76,76,76,76,76,1366,76,76,76
195,3472,1820,2502,1598,1123,2686,1123,2282,1123,1123,1598,3394,1123,3394,1123,1598,231,1598,1598,1604,1598,3371,2459,1615,2323,2113,2925,2925,1598,1598,1604,841
196,173,133,968,2925,2925,551,2902,600,493,3056,1598,2522,1598,1598,2068,1598,941,1598,223,1598,1598,1598,1598,1598,2068,2068,507,1598,507,1598,3336,1598
197,173,6510,2525,2035,3093,2612,1768,659,299,1929,890,708,1841,2598,2869,1212,2499,1028,2767,2281,2795,2980,3460,2869,1028,114,3309,2625,2339,1254,1212,3292
198,3472,649,2502,2792,549,3289,789,3098,1188,2773,411,6743,400,994,400,222,400,707,2158,2158,222,2739,400,981,2739,707,994,6667,4173,2739,2339,2158
199,3472,487,160,2070,2138,1809,1809,1809,1386,2870,3448,2870,1386,2870,2433,2433,1872,1872,2425,1872,1872,981,3896,1386,2070,1872,1386,6615,2425,5951,3322,5951
200,3472,1962,1512,3291,2870,3322,620,382,382,918,704,2870,923,2870,2870,2425,5962,2385,132,5962,3524,981,2870,2205,2222,620,620,2870,2870,620,2870,132
201,3472,4896,1512,3008,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1464,494,494,494,494,494
202,7031,3228,1433,2395,2999,109,2999,1440,1337,1337,1440,1440,1340,1337,1440,1337,1440,1440,35,1440,35,35,1440,2026,1440,820,820,2633,1384,2633,1384,2026
203,173,2524,554,2212,2105,1088,1766,2452,2843,3387,2568,1241,1440,1440,1440,1440,1699,1440,1440,1440,1699,1440,1699,1440,1440,1440,5738,1440,728,728,1440,1241
204,7031,3013,1259,1217,410,2028,2169,2169,2801,2704,2169,1182,2519,1784,510,3100,1784,2519,1784,510,1784,1177,1784,1784,1784,1784,686,144,686,2916,2202,3003
205,4424,3491,653,1370,360,710,360,2968,1726,360,2202,1726,1726,2565,360,2565,2565,3003,2565,417,360,1726,360,3003,360,1189,360,417,1587,2184,2519,3003
206,7031,1996,1052,1860,336,289,1726,1370,1874,3409,3100,2855,3355,3409,3409,3409,3409,1150,849,1911,2800,3409,3409,1010,1150,440,2800,850,2051,1510,1150,401
207,173,2397,161,2747,2247,269,2361,2280,3021,1700,1086,1086,1086,1086,1086,1086,2185,850,2185,1086,1086,1086,1086,1086,3753,1086,3134,3134,1086,1086,3134,1086
208,1371,444,2346,132,1900,525,1047,1047,1712,1047,611,3110,1047,1047,1047,1047,1869,1869,1047,2016,1047,1047,1047,1047,1047,1047,1900,1900,1047,1047,1047,152
209,7031,784,1900,1900,1900,1900,1900,1805,1900,611,1720,1869,2512,2512,575,290,2512,2512,1900,1900,1900,1900,1900,2512,1900,1900,1900,1900,1900,1900,1900,1900
210,3472,1962,2887,3487,94,50,3487,2503,94,94,2503,410,778,2503,2503,2503,3142,3142,2503,2503,3142,410,1652,2108,2108,2313,360,3142,2944,1333,2108,1300
211,7031,1388,402,3581,218,460,3487,1820,1820,5126,6461,6996,1577,1577,1820,1820,1820,1577,1577,1803,1820,288,1431,1579,505,1579,2095,2095,2095,1538,1579,2095
212,1371,5260,798,3487,218,2437,249,2437,2437,1409,925,1649,925,1649,1820,1649,1296,925,925,1649,925,288,925,288,1431,1649,2095,2988,2095,2095,2095,2095
213,3472,3459,2172,3420,1196,3309,1466,1686,2190,3256,4797,1566,598,1566,1463,1527,2190,1686,2190,1527,1686,2190,1686,2190,4264,6525,1287,4264,2190,2149,1287,2190
214,3472,1962,543,2564,1762,2564,985,1644,2543,1466,3214,23,3370,1463,1463,185,4053,1559,1463,2139,1686,1463,1686,6525,1686,3073,6525,1686,1456,1559,2190,1025
215,173,1962,1734,3420,2620,2620,2118,2122,2118,2118,946,1674,2061,946,946,946,1025,946,1519,946,946,2294,946,946,946,946,946,4801,946,2294,946,1304
216,173,487,2372,3291,1149,3271,275,2311,2516,2311,2311,3271,2676,2516,1908,1495,1495,1495,2311,1495,1495,1908,1908,2311,702,702,3115,1495,3443,3443,3443,3443
217,3472,1962,3354,52,2620,2820,1,1822,627,1578,1578,405,405,1383,1472,982,197,1472,1452,1472,1638,525,1472,1472,1472,1472,2837,1472,1472,1472,1472,1472
218,3472,472,603,642,273,660,1402,630,273,146,2497,2054,2465,2465,1443,2465,1443,3368,3368,2236,2282,3368,3368,3368,1443,1072,1719,2995,2649,1552,2282,1340
219,173,1466,2525,2612,1813,3225,3068,2397,547,1813,1194,176,644,3148,299,3148,176,3148,176,176,3167,176,176,176,176,176,176,2379,176,3148,2379,176
220,173,1242,311,1067,54,2612,901,1391,901,901,901,3068,901,1391,400,446,1391,1055,54,2924,54,1009,400,534,3068,54,534,54,1098,645,1639,829
221,173,6510,2525,2612,1813,3148,931,2167,1813,2167,3068,3068,644,3068,3148,3068,3068,1160,6743,1160,3068,6743,3068,948,46,3148,6743,1813,948,3068,1259,353
222,3472,1820,474,104,85,3357,3706,3279,3279,3056,95,1253,3371,2184,3472,331,2184,2184,331,2184,2184,3371,2184,2184,2184,2184,2184,2184,2184,2184,2184,2184
223,4424,1962,1433,2561,1053,197,5994,5254,224,1433,2584,1082,224,2584,2552,1457,2552,1457,2584,1457,197,2552,197,1157,2552,1157,736,736,197,2906,2070,953
224,7031,784,1368,2768,380,380,758,1685,3179,380,3405,3179,3472,2184,2540,1370,2540,2184,2184,4419,2184,1717,2522,2232,2232,212,759,2037,759,2876,2745,3263
225,173,133,147,775,775,2186,1899,3121,2936,1899,77,1318,1318,1318,1318,2936,2939,2936,2939,619,3029,888,3029,2551,2936,1840,77,1474,888,77,419,3019
226,173,1962,497,419,2249,419,888,2330,419,1799,52,2641,888,1799,1318,888,606,888,2330,419,2717,670,419,1899,419,303,2618,419,2330,3413,419,419
227,173,124,1744,1135,2061,2186,1957,3214,2061,3214,3214,3214,3214,2936,3040,2756,3087,2423,419,2555,419,1661,419,2423,2936,2555,4057,3009,167,4761,419,419
228,3472,5942,1052,5711,1795,3322,3122,2886,3464,462,2886,2886,462,598,2338,2658,2886,462,2886,2405,2886,581,2886,2405,2405,2405,462,352,2880,462,2880,3322
229,173,2990,1737,2792,2216,1225,1695,1528,837,1225,781,781,781,691,2239,392,448,3353,3296,3396,5928,120,120,1972,368,4718,368,2041,368,2427,368,4718
230,173,133,3456,2592,2679,2422,985,2244,2886,3125,3291,3291,3291,3291,2452,3009,2452,2886,2452,258,3125,2920,2886,2452,2886,2452,1903,3125,2886,3125,2413,2920
231,3472,487,1526,2386,2740,3357,2337,2968,1029,2968,2745,2768,535,733,1958,2989,3440,3440,3440,3440,3440,3440,1364,8,3440,1364,8,8,1736,8,8,8
232,3472,487,3172,593,1656,807,1958,1958,1958,1958,3438,837,3440,2239,1736,2239,2239,3440,2692,3064,3440,3440,2692,1736,3440,1313,242,3440,3428,2812,1633,8
233,173,6912,3903,4353,6765,1088,385,246,385,2539,610,385,246,3037,246,724,2071,385,724,385,385,3037,1560,2336,2336,3009,132,3480,246,246,246,133
234,1371,2018,2502,399,399,1157,1157,2064,2342,2064,3457,3024,2342,2478,2064,2342,2034,1533,288,2043,2034,1257,1533,1044,1257,2043,319,2759,666,1257,522,2759
235,1371,1860,1433,2561,94,1157,1157,665,665,1760,2116,1157,2342,2467,983,2342,2806,2806,2313,1157,1842,1252,2116,1842,2313,2342,1842,2116,2645,2116,2116,934
236,1371,2018,1507,43,3036,402,2833,3036,2342,2034,3024,1044,2677,2064,1257,2342,2034,2911,682,2636,2034,2034,6790,3307,2911,2034,1068,2011,3307,3307,3227,2266
237,7031,472,798,698,698,2557,66,2188,2188,1682,305,1770,305,305,1770,300,305,305,3127,997,255,997,2188,997,2188,997,255,485,3825,997,3825,3127
238,7031,3529,377,3248,3104,1357,1682,3408,300,3127,798,1359,25,3200,1052,3127,575,1359,3127,997,1357,3408,2188,1052,806,3127,806,1552,1359,1052,943,3127
239,4424,472,798,698,698,555,997,1770,997,997,1770,997,575,997,3065,997,575,997,575,997,997,997,997,997,997,997,997,997,3825,997,3825,1832
240,3472,6510,2346,132,1712,2692,562,3502,197,152,3357,3357,3357,304,152,3450,3357,3110,3110,2268,3110,3110,2103,1409,3110,3903,3110,3110,152,2268,152,3110
241,3472,487,4173,2212,2834,2295,950,2650,2478,2495,1030,2495,2495,2495,2452,431,2495,1543,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
242,173,3401,3456,642,3208,1123,454,2432,4,1057,2687,1057,887,304,454,454,454,1560,2525,1757,304,454,1547,812,2767,3012,3371,3647,5604,1615,812,3012
243,3472,1962,2172,3420,3392,2530,2965,51,745,2965,133,1739,3301,133,51,133,51,2730,2730,51,133,133,2730,51,51,2730,3518,3518,3518,2730,2730,133
244,3472,1962,3376,5497,2289,769,3413,2263,3413,3413,3413,1796,2073,5569,26,3413,26,26,26,26,1154,1272,2676,26,26,4969,3473,5633,2073,3413,5633,3425
245,3472,1962,497,3420,419,419,3413,2089,2226,2089,3413,51,239,239,51,1854,51,1992,1312,5094,239,239,4408,576,576,239,51,239,51,3413,51,51
246,173,1962,2172,4555,1287,1287,1289,2597,2597,2597,2597,2597,1943,2958,2597,2597,1943,2958,1380,2958,1114,2958,2958,2597,2958,2597,2958,2597,2958,2958,1943,2958
247,3472,1962,2730,3417,1147,2775,2836,3417,3417,1147,1147,3417,2627,1823,2627,2474,1943,1829,1829,2775,1829,2474,1829,2474,1829,1829,1829,1829,1829,1829,1829,1829
248,3472,1962,2172,2597,1114,139,985,2597,566,1780,1780,1780,1780,1780,88,88,725,725,725,1780,88,2381,59,2597,59,88,3028,3348,88,1758,3028,679
249,173,1466,543,1644,1380,543,2793,1644,2469,2951,1644,1443,1644,1644,1443,1838,1644,1153,1644,1838,351,1838,1644,2657,965,1861,2397,1443,2657,1307,2657,2657
250,173,1962,1935,1892,1935,1935,312,312,312,2523,2523,2523,3417,3406,3417,1100,3406,1477,1100,1477,911,1477,1477,1100,1477,1061,1477,3516,3516,911,1504,1977
251,173,1962,2730,1892,770,3406,3406,2559,6307,1892,2523,3417,3417,352,3417,1100,32,3093,2836,2111,911,1477,352,3093,3093,911,1477,911,3093,911,979,1061
252,7031,6429,967,1794,3221,2035,1794,926,926,926,2035,2035,1794,1794,1794,1794,1794,926,6776,1575,1794,1794,1794,1876,1794,4833,4589,1794,44,1794,44,1794
253,173,2524,5375,2215,768,1800,2140,3131,989,46,1335,46,46,491,6384,46,46,46,46,964,1462,1462,1462,315,644,1462,46,964,46,3048,3061,3061
254,173,6510,2525,3516,409,1813,409,409,409,46,409,409,409,1098,1794,409,1794,409,409,1575,1707,1707,1794,1794,1707,926,926,1794,1794,1132,926,1794
255,5709,3491,1234,2801,653,1017,331,331,2540,2682,2540,1206,2540,935,2540,1821,2540,2540,2540,6749,2540,2540,2327,2540,6749,3040,2540,2540,2540,2019,18,2496
256,7031,1996,2682,2801,2704,2003,331,149,149,3050,1624,149,149,3050,2019,149,149,1624,2143,1172,3069,1015,149,1172,1624,149,2019,149,3268,3268,149,3268
257,5709,5094,653,2801,511,3069,331,331,2555,1687,3234,511,331,1624,413,3316,2540,413,1624,1624,935,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
258,173,1962,1822,2507,2507,3406,376,1822,1644,321,1650,2149,2149,965,965,965,965,3093,965,965,3075,143,2824,1511,185,2824,143,1511,2824,3075,6972,3774
259,173,133,954,1768,2970,604,2041,1153,1153,2041,408,1153,1511,1153,2041,3119,1153,1153,2981,1822,1822,167,2905,71,71,2756,6447,167,1153,1822,167,2965
260,173,133,3456,3518,3392,2970,2774,2666,1153,1511,2774,1153,1153,722,1153,1153,88,1153,1462,5010,2905,2919,1153,1153,1153,1861,1153,1861,1153,1153,1153,1013
261,7031,784,798,698,698,3463,1349,1925,1874,1357,1969,1874,891,2600,828,2290,3356,1442,3111,2290,2587,1874,2290,1969,1969,3443,1379,1969,6445,2045,1538,1442
262,7031,2018,377,1669,3104,485,3368,3408,2098,1192,943,1442,1442,2600,1764,1764,1442,234,380,1482,1482,1482,3248,1482,1442,1482,1379,1482,1482,1482,1482,1379
263,4424,472,2346,1888,3104,973,3104,2731,2587,2323,796,796,3104,2323,2290,2290,2290,4554,1056,2290,796,5052,1853,1056,1853,2112,891,1969,2112,1969,2290,5914
264,3472,1962,1935,1892,921,3002,3038,2474,3002,1892,3002,3002,3038,822,2657,822,822,2775,822,822,822,822,822,822,822,3871,822,822,3615,420,2657,3417
265,173,1962,3354,2966,2843,2843,2843,352,2843,352,352,352,352,352,352,352,352,352,352,2832,2843,3516,352,2843,352,352,2802,352,2843,2843,2843,2843
266,3472,487,3313,3353,921,2737,2737,2737,2737,3292,2783,2783,3306,3306,2047,1919,822,2047,3106,822,822,2047,822,822,822,133,2803,2803,492,822,2803,1664
267,3472,2125,968,918,70,1212,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
268,173,133,1883,696,3376,636,771,2597,771,1022,771,771,663,771,771,771,771,265,817,265,771,817,21,771,6009,1458,817,2102,817,817,771,817
269,173,4786,4353,3772,1003,3309,3706,2515,636,3706,656,656,656,656,656,656,656,1003,656,656,656,656,4921,656,656,5824,1003,3636,1210,1003,6576,3636
270,173,1962,3456,1031,2820,3152,3055,3055,1781,1781,2679,2916,2916,2281,3400,2916,3400,1701,2281,1049,554,2916,2281,2966,2641,1049,3138,2740,2966,1935,6538,2966
271,173,613,954,325,2616,2616,2974,1236,1228,1575,2974,1049,1049,2974,2974,1575,1049,1575,1236,1575,3130,3266,1640,2974,1236,1575,144,144,978,6773,6773,1983
272,173,77,4862,396,1699,3057,350,3456,350,350,2936,3016,3009,2936,2936,3016,2135,1877,3009,2135,375,3009,1005,3009,3057,3057,2546,3009,2546,258,3009,1664
273,3472,2524,967,3374,1401,3374,2581,3374,2340,3175,798,1401,1347,2188,3248,2188,2188,1401,1134,90,2575,2188,2188,2188,68,68,3374,3506,1401,291,3506,90
274,7031,2524,967,2933,1401,2790,3175,3374,2731,3374,3175,3039,3039,2833,2790,3374,2790,3039,3039,291,2790,3039,2188,291,291,291,291,291,291,291,3039,3039
275,7031,2812,2372,1117,1401,2188,2188,2188,2188,1117,798,2575,404,2188,404,2188,2188,2731,2731,4086,2575,2188,2575,2188,2731,68,291,404,2731,291,2731,291
276,1371,3228,568,3487,1301,2542,3440,2437,2782,2945,2443,2782,2782,2988,2782,2443,2782,2782,2782,2782,2782,2782,2782,2782,2068,697,697,3411,2782,2782,697,697
277,3472,444,3172,791,1301,1615,3440,2959,2782,3172,1029,2782,1000,1000,2068,1877,2959,1000,1000,2959,2959,1538,1538,1000,2959,1538,3359,2782,2782,1000,3218,3218
278,7031,360,2346,1503,1457,307,307,3395,2683,1409,2437,2068,507,2068,2068,1016,507,1016,2874,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016
279,173,1962,3354,3420,2965,174,371,2980,3387,3387,3387,1554,368,439,439,439,439,2863,2863,703,439,1554,2447,703,2495,1382,933,439,2863,2495,1554,1554
280,3472,1962,554,3477,2965,106,2871,106,2871,174,2694,2694,174,222,174,3215,252,222,1540,226,1540,1554,1588,439,439,226,1464,439,439,439,439,439
281,3472,2812,16,1554,3099,1186,3038,3242,1137,820,3242,3242,3242,2164,3242,3215,2271,1752,2979,389,1653,887,3215,2059,2022,648,2863,439,2863,439,2055,2055
282,3472,472,2865,4555,2037,30,1613,1613,1613,2286,2286,2286,462,2698,3179,667,1976,462,665,4983,1918,1057,2309,2309,2309,1252,3179,2286,602,1346,1731,1252
283,4424,6610,66,338,338,338,5174,2084,338,338,338,781,848,4017,1991,4017,2084,338,848,2231,5485,7030,848,195,338,926,1350,2195,848,3455,195,511
284,4424,2617,630,3465,338,2705,511,630,3069,3069,3069,3069,3069,3069,3317,3069,3069,3069,3069,3317,3317,3317,3069,511,338,338,3069,338,1552,338,511,1245
285,3472,4896,798,1959,1762,2874,493,3129,493,293,3306,3099,1747,3129,3129,3129,3129,3129,3129,3129,3129,3129,493,493,3129,3129,3129,3129,3129,3129,493,3129
286,3472,472,3489,642,644,2638,2638,3292,170,340,170,1849,294,983,983,983,1849,983,983,1466,983,3318,983,983,983,1466,983,983,983,3318,983,983
287,703,6246,4293,1375,1298,783,1106,1648,2954,1315,2954,566,2954,983,1717,983,1082,2169,983,5709,983,3270,1315,1315,1315,1063,1315,1648,1648,561,226,1709
288,173,1962,1734,1710,1602,2624,2624,2934,2230,2230,11,1395,1395,1295,2230,3016,1233,1233,1279,2230,2156,3205,2230,2230,4370,2230,1395,1833,1298,2511,1298,2740
289,3472,1962,2172,3420,3383,1374,275,3261,2321,2377,2116,2230,2230,2116,2930,2321,2116,3139,3139,2230,2156,2702,2116,2907,43,2230,1286,1156,291,291,1229,2467
290,173,1962,1734,3420,2061,3113,1214,3313,1930,3113,2736,2624,1930,635,3145,2828,3313,776,2624,2624,635,1593,635,459,1507,4008,1395,1593,1642,4008,1507,1507
291,1371,444,2346,1888,2166,98,2957,2957,3522,3522,1435,295,1435,1482,2096,1435,1435,1696,2096,3507,1435,2096,872,3368,2096,2109,2600,3368,637,2600,637,4686
