ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45
105,3069,2426,897,3360,2829,1017,1479,2429,2801,2356,18,1716,855,1451,248,2829,2491,2091,2808,3210,3399,1716,3337,1886,3210,2723,1020,3399,380,2429,2490,3236,2051,2713,2091,2432,1500,2220,1687,316,2429,1612,1832,2490,572,3236
106,3141,2426,897,3360,3188,35,1479,2572,3188,3274,2214,785,1136,316,2214,438,3399,1251,2808,2214,3399,316,3337,3399,3210,438,2214,3399,1251,1251,2895,2895,516,2895,438,2214,3247,736,2895,2092,1346,2214,855,3399,2895,2655
107,2066,2426,1567,153,278,35,1505,1500,3210,1731,1325,785,1136,316,2214,438,1368,2091,2808,2214,3399,3275,2091,1398,2056,2723,2426,2332,1373,1373,2490,2723,2490,2214,2091,2214,1886,3234,1373,800,1046,2214,1832,3042,572,3236
108,3141,2664,3068,1850,3496,893,32,2002,1763,178,603,309,1173,3206,694,3412,2735,869,884,1804,1637,2913,1637,931,491,2262,3154,869,3226,1462,2157,2167,3154,1232,1462,1332,694,2262,3068,1753,2361,309,1455,739,709,1895
109,3345,161,1678,1455,2178,893,3412,2002,1763,2397,603,5141,3068,3206,156,3412,1232,1774,884,709,1455,709,1455,2612,176,3154,176,176,1895,3068,709,1740,3154,1232,1250,1740,2178,865,1797,3154,3154,1895,1455,1740,709,3647
110,1529,904,1678,1850,3496,893,32,2002,1763,2397,603,309,1173,1098,3148,3412,1232,869,1963,709,1800,2913,1637,488,1343,2913,2810,176,659,3068,2157,1740,3154,1232,2178,1740,694,1637,1797,1753,1637,1895,1455,1740,709,1895
111,322,1865,1858,3178,3178,1507,455,3425,1452,1688,625,1401,1452,1498,1938,2038,2985,1002,90,2731,3517,90,490,3207,2340,1688,2736,776,3207,2753,625,957,3111,2753,2060,3207,3111,1002,2340,979,90,90,3525,3111,3525,2731
112,2686,258,1179,1055,2134,2342,3155,3207,2340,1959,2258,3336,2450,7022,2441,2038,2731,3207,1946,2134,2134,3207,490,135,2340,2779,1946,241,3207,0,2340,3155,2437,2753,2731,1134,3111,2134,2340,2134,3111,3175,2134,3175,490,1908
113,322,552,1179,3506,1495,1985,3155,3207,2340,1959,2038,3336,2450,7022,2038,2038,1946,3207,2038,2340,1738,3207,490,1959,2340,810,2736,2038,3207,810,2340,3175,2038,2753,2060,810,3111,2731,2340,2038,3111,3175,810,3175,3175,2038
114,3398,2621,1179,2230,1646,350,1102,2287,1253,33,2287,1304,1304,1124,2042,2042,2042,720,773,1833,3099,1304,2042,499,2614,1179,1304,1124,665,2614,33,3417,976,141,2790,1680,1680,367,3334,1304,1304,2549,1341,3417,3222,2549
115,340,2089,1179,237,422,421,455,946,487,673,3152,2355,1304,2152,673,1974,1377,585,1377,3054,1022,1519,2934,1519,3087,50,1304,2108,3126,612,2111,487,367,43,2614,1656,1326,1602,1377,1710,533,2412,1022,2614,2118,2412
116,3195,1914,1179,3031,1073,350,455,946,2283,3087,1852,1304,1304,2741,166,455,946,421,166,455,3459,970,946,665,3087,970,1304,776,970,2614,2211,467,976,2211,776,635,3199,2211,2211,467,2828,2211,776,2211,2211,2828
117,2542,1643,1303,3254,2237,1807,1890,3120,1736,3421,453,2395,1506,342,2687,1643,1643,1285,1643,1145,593,3387,3421,1145,1506,342,371,3508,2739,3508,1421,1506,2299,3508,2739,1643,61,2739,3508,3453,2138,2138,3015,950,3508,1248
118,2582,3183,3272,3440,2770,3471,3440,99,249,1469,384,724,570,1387,907,1387,704,2739,1387,1469,2336,384,704,384,1276,1011,1387,1145,1469,2739,374,2739,453,3483,1560,1643,374,2739,371,2337,1736,374,1276,2132,2678,1469
119,644,779,2745,3440,1848,2574,1230,99,99,99,2989,1485,99,1387,1161,3072,2100,99,1387,1145,1469,1145,99,1145,373,1011,371,1145,1469,3508,1421,2739,453,2877,1145,2205,2299,2739,2739,1145,2138,1145,1011,2982,2796,2127
120,20,2823,1848,1055,1848,1989,2350,2301,483,1106,2301,1485,799,3318,2796,3072,3486,2301,1079,1559,3439,1174,1485,1487,2068,410,799,2776,3411,2370,2068,483,1041,2918,2068,1926,2068,896,3460,1639,1729,697,2127,1864,2068,2127
121,1408,2571,2545,1801,778,2596,3142,2926,2571,1791,3379,786,399,944,342,2044,2037,1211,631,2044,2044,2586,2563,2586,373,342,786,64,1115,3182,64,399,64,64,786,2428,1238,2389,64,786,342,2472,64,2472,399,64
122,1473,6,2545,2606,2237,1535,807,3120,2882,225,225,752,1730,342,342,1807,1433,2047,1433,1535,837,1104,1104,2586,1477,1104,371,1104,3172,2403,342,837,1633,1633,2403,2428,2428,1126,371,342,342,1260,1404,1404,2856,1104
123,3066,601,2944,237,422,2342,682,3425,2039,601,3077,3456,2075,2048,3425,3425,2108,2342,613,2064,601,2424,2563,422,613,601,357,2108,2075,3425,601,1257,601,1721,3383,613,3425,601,601,601,613,601,2893,1300,237,2893
124,1236,33,1179,2230,1495,2342,2920,486,774,1940,2258,3336,2450,1738,2321,2038,1946,2874,1738,2134,1738,154,490,2112,2258,2779,1533,2779,2632,2611,2057,493,2611,2034,2134,2258,2441,1940,154,2038,2790,2736,2321,1738,1738,1940
125,340,601,946,237,944,3201,3201,3425,1129,601,840,1129,2075,2048,3425,3425,395,3425,1649,1129,1129,2186,2563,422,613,2636,1649,2424,1649,3425,601,1257,601,1994,2424,2563,3425,3425,3425,237,2069,1577,2321,2115,237,3395
126,2980,619,1833,1769,1544,2597,1154,1789,2756,3370,1135,167,1796,2152,1661,1380,1666,7022,1329,2480,1135,2480,1833,2480,1135,2152,2480,2641,1666,1666,1661,2480,1135,2480,1661,2641,2480,670,2480,2190,1380,1512,1380,670,1661,3045
127,2963,336,1935,526,1935,227,2943,2613,327,1694,420,1049,19,1156,2613,1075,843,2054,1156,908,595,3312,2613,1075,1156,3080,2613,1049,59,595,19,2513,59,532,2928,1722,1317,1642,805,1156,1405,1722,1156,1317,595,2513
128,401,2885,1179,526,2377,3096,997,1623,327,59,420,1049,19,1156,1623,2613,843,59,1156,908,1203,1752,1197,2474,2928,1179,1405,1049,59,1329,19,908,2928,1156,2928,1049,2615,1642,3334,59,1197,595,1156,2928,595,2513
129,2963,1538,1567,3443,735,433,814,433,327,470,220,2947,190,1091,220,2979,3228,2947,3100,1409,3136,2055,1441,2749,814,3233,1409,2947,3228,1340,2311,2947,637,2749,735,2055,2055,637,3136,3228,2055,3136,891,2749,2947,2947
130,1261,3188,1567,1918,3188,334,1612,667,2302,334,2302,1052,2302,1091,152,2979,1052,2847,877,1075,2529,1440,2847,1972,3205,3233,1340,3205,3404,1340,2583,1837,2851,1894,2302,3404,1972,1075,2302,2749,2847,1972,3205,1972,1647,877
131,401,915,2545,3031,2352,2055,414,667,327,3115,420,235,3109,1091,1317,2979,2928,1075,3115,1075,3517,3115,1880,3233,2653,3233,1880,2947,2700,1340,2311,982,2851,2749,2311,2055,2121,858,2302,2749,791,2943,3109,3182,2947,3233
132,2582,2262,315,5141,3141,893,32,3497,1763,1015,3193,309,3141,1098,3193,2590,67,2664,2236,1009,75,2913,3141,488,3358,2236,2497,2262,1910,2020,32,2167,1804,2475,2664,694,3141,2475,3141,309,315,2590,3358,32,75,1098
133,1529,1462,1678,1850,3075,893,32,2035,1763,67,603,309,348,1098,1445,3412,67,3154,884,1804,1804,2913,1637,931,2178,2262,129,2262,1910,3154,32,2167,34,1232,2157,2063,2178,309,2063,309,893,309,1455,694,694,178
134,644,3347,1678,1850,2708,1989,2192,2035,1861,2397,603,1411,1084,348,1048,2192,2346,172,1963,709,2247,709,1637,2247,2086,2810,603,709,1084,603,709,709,603,2346,1578,603,2178,1963,3290,603,1814,603,1814,435,2247,714
135,3966,1608,1179,1055,2113,1940,2920,3101,2014,2182,493,3336,2450,841,2321,2014,3486,2874,3129,1223,1280,3486,2014,135,135,2779,1533,2779,2869,841,2057,493,1041,3129,1940,2318,1490,1940,1621,135,1845,1604,2321,3486,1604,1940
136,1205,2638,1179,237,2134,2631,986,3101,774,1604,3261,3336,526,3109,2321,3207,2779,2679,2631,2077,1203,2959,406,2677,135,1860,2736,2779,1896,0,558,493,22,1604,393,3460,2441,568,2631,1300,3246,1255,1729,2443,2321,406
137,2925,1975,957,237,2113,2342,2920,2920,1686,2182,493,841,841,841,2321,2038,3461,2874,1738,841,2457,1598,1994,2459,135,2321,1994,2673,2925,2925,2057,493,3395,1787,1721,2318,998,1940,2673,241,1013,2611,2321,1994,2321,1940
138,2214,1384,1567,153,3188,2055,2098,1062,1062,470,649,1997,1136,549,1103,3072,649,818,1555,1409,3357,3512,1136,3285,1230,3443,1409,608,818,1555,2583,2319,2433,828,818,2795,1805,2220,608,1874,608,608,1136,608,608,2655
139,68,2823,1848,3056,685,116,2319,339,483,1103,2305,1692,1136,549,2387,1874,649,3491,1555,2929,1555,828,1136,3285,1103,872,872,1191,1191,1555,3491,1948,828,1555,355,798,3247,3039,2683,2305,3257,2757,1136,828,468,2305
140,2629,1011,3427,3019,3188,3287,1479,3508,3132,3427,2999,2451,1982,540,1362,3072,1103,2629,736,540,2987,36,3030,1398,3030,2655,540,2332,1941,2655,1398,3030,36,2655,355,2332,2332,2007,1950,2643,2655,2332,2655,3030,1950,2655
141,322,2790,1179,3031,819,2479,2550,2764,2233,1395,2826,1666,693,2741,2695,3072,1666,1395,3017,2676,1395,2208,2260,2676,3155,1395,770,1833,2401,2260,1833,957,2988,2260,2060,2260,351,2936,1865,957,3362,1796,2186,1865,191,486
142,322,2431,1179,291,1646,1940,2955,2208,2208,1295,693,3133,693,1124,2381,3072,1666,909,3017,1663,1203,2186,2260,87,957,1179,2401,241,2786,2381,1493,898,241,141,2060,2516,2196,2208,3334,241,1681,2736,1329,3417,191,1196
143,340,2431,1179,1769,2377,1752,1289,2208,1666,2786,3220,167,1796,670,1036,2469,1666,1796,3348,1833,1463,770,2260,770,770,1898,770,2142,1666,2260,2507,1036,619,141,2260,2377,1036,419,2507,419,1036,1796,1329,1657,1769,1796
144,774,1474,1858,1563,1231,1460,1474,1474,2277,55,1039,775,1708,2408,345,1558,769,41,128,346,1474,1474,2006,2771,2277,310,775,2734,2588,2263,2734,1708,77,1204,2388,1858,2734,775,2408,2734,2734,2263,775,2172,3133,2906
145,1236,2089,1858,1563,1231,1460,1474,1474,2277,2408,1705,310,2771,2408,345,1558,1705,41,128,346,1474,77,2006,2771,396,310,775,2758,2588,2263,2734,1708,2408,1239,310,2560,2734,1272,346,310,2388,2263,77,1039,2734,2388
146,1507,2089,1858,1563,1231,3478,1474,1474,2277,55,1039,3527,2771,1460,345,1558,1705,41,128,346,128,1474,2006,1563,2277,310,988,1460,2588,2263,2734,2588,2289,988,1883,2560,2734,2006,2588,988,3527,2263,128,2771,2734,2388
147,2963,898,1833,2805,2134,2631,2285,1390,1933,1688,3422,3336,74,88,2631,1275,3517,74,2631,1114,3517,1275,1275,1361,125,1413,1361,2441,1413,1413,202,1361,2631,1361,1676,1933,1058,1413,1399,2795,2123,900,1413,1058,1361,1361
148,2963,898,1681,239,1495,2821,377,1390,322,3080,3080,1224,3367,692,558,3313,1116,3423,2380,1197,3517,1854,2372,1361,1676,3080,1501,3145,2246,1676,3507,2821,2821,1361,2246,2474,1361,3423,2246,3423,2246,1507,3423,1501,754,406
149,2963,2885,1833,526,2134,2631,2285,1623,327,673,3261,3336,16,692,558,1275,3517,692,1676,2631,3517,1413,1275,1361,2631,1413,1676,2441,1413,1413,558,2821,2631,1676,1676,2474,1058,1413,1399,2795,3443,1062,1413,558,1413,1413
150,703,2431,2596,585,3163,2596,1602,3182,327,2223,3261,1603,2462,1091,2223,2462,1157,3182,1238,1803,585,2946,2563,512,373,3487,144,2462,3172,612,2462,533,2462,2462,585,1214,1326,665,78,1238,533,3457,373,3182,373,373
151,1473,33,1179,3254,3163,2596,512,2926,2819,535,2737,235,2737,1091,2370,3072,2716,2959,2198,1535,2856,2716,2819,3172,373,3487,371,1448,3172,1270,238,238,238,2462,2462,1238,2737,1270,2047,1270,533,1270,373,1270,799,238
152,1473,779,1848,3440,1848,2596,1219,1063,1063,1860,2737,1603,271,3172,2517,2307,2716,1518,1421,2716,1022,2737,2563,3172,373,1860,144,1063,3172,1270,1421,2737,3172,3457,3172,1238,2737,1270,1238,3172,533,2716,3172,2782,1238,1487
153,2963,743,2236,930,648,698,2098,1681,322,555,2943,2511,1681,2943,3480,3072,930,1681,1681,565,1681,1551,2372,1258,1681,930,1681,3145,2372,1681,1681,1681,1681,1681,3398,2199,1681,1681,322,671,1681,565,1681,3398,1681,1681
154,1259,743,1681,930,1848,1829,2098,1681,930,2246,3422,1411,1681,660,3480,3072,930,1681,3189,1681,1681,2570,1681,1681,1681,930,1681,3145,1681,1681,1681,1681,1681,1681,1681,2199,1681,1681,322,671,1681,1681,1681,743,1681,1681
155,3195,898,1681,2805,2134,1829,1681,1390,932,2246,3189,2511,1681,567,3398,1668,1352,1681,3189,3145,1681,2570,1681,2570,1681,2372,1681,3145,2570,1493,1493,1681,898,1681,3398,1681,1681,1681,322,671,1681,1681,1681,1493,1681,1681
156,1077,1361,1970,239,253,322,986,667,1253,555,2581,1058,1347,555,1349,826,3517,377,300,826,3517,1349,1192,107,1059,300,1058,826,3507,1058,3507,1948,1770,300,826,3507,1058,1058,255,300,300,300,1996,1058,2587,1058
157,253,2746,3314,239,1869,3522,1612,239,298,2721,1422,943,239,305,686,1874,1052,2091,3100,1704,943,305,305,485,305,2721,1072,1422,239,1422,239,247,305,1086,3426,305,1704,1072,239,305,239,1612,3368,3368,1704,305
158,850,3522,3314,239,1869,3522,1612,239,298,2721,1422,943,239,305,255,1874,943,298,1349,3426,943,1349,1192,255,1378,2721,2685,3127,66,1349,2583,2583,305,943,3426,943,943,1552,255,66,1874,66,891,1939,66,1612
159,3066,2089,3036,633,1437,2242,2374,3369,3036,552,2088,2374,25,609,1880,1555,2691,1181,1555,1409,1555,609,1880,2583,1711,609,1880,1555,2376,881,2583,982,1555,1555,82,798,2583,858,2583,2795,2583,1435,552,552,1880,1555
160,1693,601,1179,237,2978,1507,997,3369,1253,552,2581,1478,3401,609,3401,1435,147,2978,1555,3368,1303,305,1880,1521,3407,2723,1181,3127,2376,881,2583,2583,1834,1086,82,3127,275,1072,2583,431,609,2376,1435,1939,609,274
161,3398,552,1858,633,1437,2534,2730,667,747,552,2529,1018,3401,552,1880,1275,3517,692,1555,2583,3124,3070,1880,2583,2700,2447,1880,977,2376,881,2583,2583,3086,1366,3368,1841,2583,858,2583,1841,2583,1435,1366,552,1880,3458
162,2963,1613,1567,239,2302,334,1612,667,1253,334,2529,1072,239,3368,3522,579,2328,1685,1725,1072,733,305,305,1773,3368,1612,1072,2940,1072,1072,746,1773,305,1725,3368,2785,1725,1072,3368,3140,3368,3368,3368,3368,3368,3368
163,1213,552,1567,633,1437,1340,2319,690,1253,1160,2743,1437,3056,918,1888,2033,2155,3200,1725,1725,2464,1918,112,1521,1725,1357,889,2464,2557,1340,2583,1773,997,997,20,1437,1725,1552,2681,20,2675,2328,1357,440,1725,1725
164,20,3522,1685,239,1869,2496,1612,1500,3430,2721,1040,943,239,305,305,2728,3463,2091,3430,3179,733,305,305,525,3368,2876,305,1150,20,305,746,1773,305,179,3368,2785,305,1072,3368,305,2600,305,2785,3368,1365,3368
165,739,743,2236,5141,2236,893,2192,3497,967,2598,603,1411,1084,660,1048,1753,2090,1242,884,1753,1048,2207,1678,1411,1590,1678,1242,2598,3331,1814,1814,1814,1792,1814,2996,2247,1048,1242,3075,1753,1814,2547,1814,1814,2247,714
166,5404,3680,1678,4268,2708,1989,2192,3497,2247,2547,603,1411,1084,5449,6776,3724,2346,5003,5003,6126,4397,3724,4397,6834,5003,1048,3724,6126,5749,4916,6126,5749,603,2346,4397,2547,6834,3596,5168,5933,3724,6834,3724,6126,6126,6776
167,3345,3680,1678,481,4268,6776,2192,3497,1763,2547,603,5141,7053,4914,6776,3724,2346,4687,3724,709,4397,3724,2547,6834,5759,1048,3724,3724,3724,4916,6585,5759,603,1007,3724,2247,3724,3724,5168,5759,3724,3669,3724,6126,6126,2547
168,644,2146,1567,633,278,35,2319,690,914,1051,2743,2319,1540,1540,284,3268,2652,2652,40,608,284,2319,284,130,284,2319,2419,280,280,2129,608,2319,2419,3433,355,2319,1282,2319,284,284,608,608,280,608,280,280
169,1464,2146,1567,633,1437,35,2319,690,2464,608,2743,2652,1540,1540,1540,3268,2652,2652,40,2214,284,914,1136,130,314,3268,1464,280,1229,2129,608,2319,933,2214,82,281,2319,130,2652,1540,608,2652,280,608,280,3260
170,1077,1558,1179,1055,3057,350,2920,1130,1664,3444,174,1554,1787,2546,1622,2281,1268,3045,2281,2546,1016,1382,3045,2546,3444,437,2574,3045,3207,2546,3431,3045,679,1382,2574,2574,3045,1554,3444,1512,1512,1512,2425,1512,1512,1747
171,1939,3188,897,1107,1437,1745,2319,1346,1107,1984,899,338,104,338,935,2270,1531,338,1555,338,3197,338,112,2270,3436,338,1107,977,2557,338,798,3197,3039,338,1107,798,2557,1107,338,142,1624,2902,1107,557,1107,338
172,1234,2426,897,3360,597,3260,2720,734,1107,3521,1208,1107,2270,468,281,2270,1531,1745,1555,112,3197,2410,112,2270,836,3279,1107,1984,1208,112,2270,1948,3039,2270,1107,798,2410,1107,1107,1191,1745,2902,1107,496,3039,496
173,1234,2426,897,281,597,3260,897,1731,1107,2356,899,3511,1136,1107,935,2270,2143,1107,2808,1017,1624,1624,2471,1017,836,3279,1107,2471,1229,2471,1624,1948,1624,2270,1107,1624,1624,1107,1107,1191,1624,2902,1107,2270,1107,3511
174,575,2823,3314,3360,381,3117,2720,339,1107,3408,2305,1692,1136,1368,248,1874,1368,3251,1555,1409,2305,828,800,187,1368,3082,3408,1368,1191,1378,1378,1948,734,2481,2829,339,582,2220,2305,2305,1874,3100,891,3360,1378,2305
175,3069,2146,1981,3360,597,1017,2278,3134,1107,3408,2305,1692,1136,468,248,3144,1368,2929,1555,2929,2305,2929,800,3372,597,3082,3408,3127,1191,734,1378,1948,734,2728,355,1426,2305,2220,1510,2305,1874,1702,1136,355,2305,2305
176,839,2823,1981,3360,597,1017,187,2429,2710,1981,1185,1017,654,654,248,3144,1368,3251,2305,2929,3409,3065,800,1017,597,2728,496,1368,1191,1368,1624,1948,2305,2728,355,1426,2305,2220,1510,1191,3523,1208,1832,496,2504,2305
177,330,180,1858,237,2893,2413,2571,3478,2315,2315,840,1129,3462,1785,3373,3425,3184,1285,3184,1129,1746,1746,2563,2563,883,2938,2636,2563,1577,1108,3184,2858,218,1299,1577,2563,3184,3462,105,778,3305,1577,2956,2563,2636,3462
178,340,52,1858,237,422,916,455,2792,1129,916,840,1129,218,1214,166,2946,1129,1656,1656,1129,1129,1579,2563,422,1129,2636,2636,3199,422,1129,2517,422,395,2412,292,1656,3425,3299,218,1577,3299,3420,277,1129,395,3299
179,2523,915,1858,2152,113,2382,1602,2792,3305,3087,840,427,3178,62,2378,3313,3313,205,3313,455,776,205,3484,205,613,970,2530,776,205,612,205,62,3478,776,2382,1656,205,62,3334,467,533,2412,1222,1656,3416,2792
180,401,2146,1970,2625,2377,1989,1861,2764,1861,2279,2826,1411,3401,1525,185,185,2550,308,596,2906,2580,1585,2758,185,2560,2550,185,185,1585,596,77,451,2905,2594,2550,2560,185,185,77,185,2560,2560,185,185,2774,185
181,1077,2381,1511,2755,2893,2172,1474,1474,1247,55,1705,310,1708,1460,2263,1782,2560,1231,128,346,1474,77,2758,1239,396,310,1474,1782,1474,2263,77,451,1782,310,310,2560,1474,1272,396,1233,2560,1474,2961,2172,3133,2608
182,1236,2146,1678,3221,3252,1989,1391,2764,596,2547,2547,1411,3401,3252,1585,185,84,401,3102,2906,2547,567,2758,185,2560,310,185,185,1585,2263,77,451,2905,310,310,2560,185,185,77,185,2560,1247,185,185,451,185
183,1693,1135,1693,633,2102,3478,1154,1789,1452,1180,318,1705,1358,3231,2559,2217,3093,1693,301,2924,301,1789,1358,636,1789,1789,2217,2940,1474,2802,604,318,2217,2802,912,2802,2217,604,1693,2217,2802,29,604,2559,301,708
184,1693,2930,1678,965,1678,1989,2192,13,155,2397,1792,1792,136,3206,3148,400,3093,21,2084,2505,2833,2050,2050,1411,1411,3093,481,1528,3300,2084,2846,1641,2228,2802,2846,1250,1725,161,2084,3300,2802,2050,2846,965,3300,2228
185,1693,265,1678,633,2580,1989,2192,905,1120,2397,1792,865,3401,3206,965,1792,3093,3300,3300,2505,2084,2050,2050,3093,1343,1250,481,161,3300,3068,965,1861,3000,3300,1792,1250,480,161,3093,3300,1861,2050,2846,965,3300,2505
186,1077,2146,3314,633,3280,3369,1505,3369,550,1383,952,3495,2146,3280,3280,1480,787,2146,3369,290,2146,3280,256,131,2822,632,2359,2603,3315,290,2096,1524,2905,1700,143,2025,589,3369,1480,3025,290,256,1480,131,2359,1890
187,1213,2146,2625,633,143,1989,2025,3369,550,1383,3351,1705,3401,2185,3315,1480,787,1890,3369,137,2146,3280,256,131,1480,632,2359,550,2265,961,2096,502,550,1086,290,2025,589,3369,550,1480,290,147,861,131,2359,1890
188,1077,2146,3314,633,3280,1989,1505,3369,550,1383,3351,1320,1327,3280,3280,1480,787,1890,3369,290,2146,3280,256,131,2634,1320,1213,2603,787,290,6088,2603,290,787,290,2025,589,3369,3369,3025,290,256,3089,131,2349,1890
189,2715,336,1848,1726,1726,2574,2350,3438,3509,2184,3438,706,2403,1027,2729,3072,1027,2202,2202,799,3306,2777,1104,752,2782,2729,1099,2827,2827,2729,1099,2782,1423,3306,3306,2782,2782,1027,1099,3306,2350,1423,779,2782,3306,2350
190,1261,258,3418,2210,258,2574,3440,2805,1664,3440,2210,3164,978,3400,3400,3072,1666,2574,978,3400,3306,1027,3400,3400,1027,1104,2574,978,2403,2403,1584,1027,1633,1633,2403,3400,978,1027,3199,3400,1419,1027,1584,1027,2202,1584
191,773,779,1126,2210,1664,2574,3440,1126,1664,3440,3438,1404,978,1104,1633,1104,1027,1944,978,2803,3306,1104,1104,779,1104,1104,31,1104,2403,2403,1944,2768,1633,1633,2403,1104,1766,1027,2202,1115,2202,1104,108,2403,2202,2202
192,4118,2381,3492,1430,2113,1745,5651,2141,2498,1984,1984,1692,2784,765,2952,2705,2784,501,1481,1745,2833,2222,2784,2270,1481,2093,1745,1984,1857,881,2802,2960,881,1922,2802,2795,2141,1729,1346,2795,2802,2141,1735,3036,476,2795
193,2963,2667,1567,239,242,2242,2098,1361,2098,2098,2667,555,3401,2943,2098,1874,1361,818,2098,1361,2667,818,1192,2098,2242,1361,1058,2242,818,818,2098,1361,1138,1361,818,2098,1058,2098,2098,2098,2098,818,818,818,1361,1361
194,401,3289,1567,633,253,1829,2098,667,2098,2098,112,112,3401,2901,2098,1874,649,1541,1555,112,76,818,112,2098,76,3233,1058,3390,818,112,2098,2098,3507,112,818,76,1058,3408,2795,2098,2098,76,2795,1058,2795,1371
195,267,2952,3314,633,2113,2301,2920,2920,1686,2182,2759,2459,6440,3129,2321,2925,3162,2467,3129,2866,2925,1598,1598,2459,2806,2759,1533,3129,2925,2925,1280,493,1041,3129,1721,2759,1598,2057,493,2759,2866,1598,2321,1864,2321,3395
196,2925,1975,1179,3056,2113,2301,2920,2301,2498,2786,2301,3336,148,985,2321,3395,13,2467,1610,2866,2925,1598,2677,173,293,1598,697,1686,2925,2925,2057,493,2,1598,1940,2258,1598,2920,2673,578,2057,2611,2321,2459,1598,3395
197,1077,2146,1678,633,1872,1989,2980,2920,2498,470,656,3336,2817,985,701,362,3093,2679,817,909,1203,2775,2924,2564,2339,437,2554,526,1940,679,1212,662,679,437,2953,2258,2176,909,154,3055,909,3186,2843,2722,13,2843
198,850,3289,1567,633,2406,1989,1188,690,3165,3371,2239,690,2389,4173,2239,3250,2239,1211,2606,1345,160,1345,789,411,8,1345,2554,2870,160,2030,2030,3250,933,2870,2452,2452,789,789,153,2899,1188,160,2899,1345,160,2406
199,2358,2138,2545,633,1872,1989,2980,265,2686,797,656,4350,1358,918,362,362,2889,3165,2686,2606,923,2222,1358,155,2125,155,2554,2870,2125,3322,1949,661,2686,2870,1857,3636,385,1675,1684,3453,1675,362,2425,155,848,2406
200,1213,3289,1567,633,2406,3471,2406,1560,3165,3466,704,724,570,918,907,1684,3032,3165,14,907,3165,3032,2452,1188,1684,2554,153,3309,2339,3322,3165,688,2851,1643,2452,1643,968,2080,663,2029,1675,2222,1188,736,2798,688
201,1464,6,2545,633,2352,3287,1479,3387,2059,1464,1837,235,3293,914,1837,1139,152,1384,914,1464,494,3387,1837,494,314,820,1837,1837,1837,2129,820,1837,1464,1464,3029,820,489,2738,1241,1867,3293,1837,280,820,1867,280
202,2552,1384,3427,633,3188,3287,1479,690,494,2738,1384,110,136,1464,1464,3287,3032,1384,1384,153,1384,2191,1241,3094,2851,820,2554,494,1241,2129,820,1837,2851,1384,1972,820,678,2738,1241,1241,3188,2633,1006,1972,820,2738
203,322,2146,1126,633,197,152,1479,1126,2979,110,2029,110,2191,3242,1837,1241,1440,2029,2067,1440,3242,2191,1241,678,1440,807,1837,3242,1241,2368,1440,1837,2851,2067,1972,1030,678,1241,1241,1241,1118,2067,1837,3242,2191,1440
